street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Đỗ Quang,Vĩnh Trung,Thanh Khê,Đà Nẵng,90.0,1,2,2,2,3.55,3
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,48.0,1,3,3,3,3.95,3
Thái Phiên,Phước Ninh,Hải Châu,Đà Nẵng,82.0,1,3,3,3,8.3,3
Nguyễn Văn Thoại,An Hải Đông,Sơn Trà,Đà Nẵng,168.0,1,3,3,2,10.4,3
Ỷ Lan Nguyên Phi,Hòa Cường Bắc,Hải Châu,Đà Nẵng,138.0,1,22,22,6,15.3,3
Thi Sách,Hòa Thuận Tây,Hải Châu,Đà Nẵng,105.0,1,10,10,3,6.2,3
Lý Tự Trọng,Thuận Phước,Hải Châu,Đà Nẵng,63.0,1,2,2,3,3.9,3
Trần Cao Vân,Thanh Khê Đông,Thanh Khê,Đà Nẵng,61.0,1,5,3,3,3.989,3
Lê Độ,Thanh Khê Đông,Thanh Khê,Đà Nẵng,67.0,1,3,3,3,4.35,3
Cù Chính Lan,Thanh Khê Tây,Thanh Khê,Đà Nẵng,50.0,1,3,3,3,2.95,3
Mai Đăng Chơn,Hòa Hải,Ngũ Hành Sơn,Đà Nẵng,124.9,1,2,2,3,4.65,3
Trần Cao Vân,Thanh Khê Đông,Thanh Khê,Đà Nẵng,52.0,1,3,2,2,174.2,3
Dũng Sĩ Thanh Khê,Thanh Khê Tây,Thanh Khê,Đà Nẵng,50.0,1,3,2,2,2.85,3
Dũng Sĩ Thanh Khê,Thanh Khê Tây,Thanh Khê,Đà Nẵng,60.0,1,3,2,2,2.45,3
Nguyễn Bá Phát,Hòa Minh,Liên Chiểu,Đà Nẵng,50.0,1,2,2,2,1.55,3
Trường Chinh,Hòa Phát,Cẩm Lệ,Đà Nẵng,85.0,1,3,3,3,2.75,3
Thái Thị Bôi,Chính Gián,Thanh Khê,Đà Nẵng,56.0,1,3,2,2,3.18,3
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,50.0,1,3,3,3,3.4,3
Nguyễn Phước Nguyên,Hòa Khê,Thanh Khê,Đà Nẵng,45.0,1,3,2,2,2.45,3
Chế Lan Viên,Bắc Mỹ An,Ngũ Hành Sơn,Đà Nẵng,120.0,1,4,4,2,6.9,3
Lý Tự Trọng,Thạch Thang,Hải Châu,Đà Nẵng,60.0,1,4,3,2,2.09,3
Đỗ Quang,Vĩnh Trung,Thanh Khê,Đà Nẵng,20.0,1,2,1,2,1.43,3
Lý Triện,An Khê,Thanh Khê,Đà Nẵng,67.0,1,2,1,3,2.95,3
Điện Biên Phủ,Hòa Khê,Thanh Khê,Đà Nẵng,64.0,1,3,3,2,4.3,3
Điện Biên Phủ,Hòa Khê,Thanh Khê,Đà Nẵng,62.0,1,3,2,3,4.25,3
Hà Huy Tập,Hòa Khê,Thanh Khê,Đà Nẵng,60.0,1,2,2,2,2.55,3
Núi Thành,Hòa Thuận Đông,Hải Châu,Đà Nẵng,40.0,1,2,2,3,1.9,3
Hoàng Thúc Trâm,Hòa Cường Bắc,Hải Châu,Đà Nẵng,69.0,1,3,2,4,3.95,3
Trần Văn Thành,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,60.0,1,2,3,2,3.7,3
Nguyễn Thành Hãn,Hòa Thuận Tây,Hải Châu,Đà Nẵng,57.0,1,2,1,1,2.69,3
Hoàng Diệu,Bình Hiên,Hải Châu,Đà Nẵng,45.0,1,3,2,2,2.35,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,97.0,1,1,1,3,2.89,3
Nguyễn Tri Phương,Vĩnh Trung,Thanh Khê,Đà Nẵng,40.0,1,3,3,3,2.8,3
2 Tháng 9,Hòa Cường Nam,Hải Châu,Đà Nẵng,50.0,1,2,2,2,2.15,3
Lê Thanh Nghị,Hòa Cường Bắc,Hải Châu,Đà Nẵng,40.0,1,2,1,2,2.25,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,41.0,1,2,2,2,2.49,3
Trưng Nữ Vương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,45.0,1,3,3,2,2.65,3
Trưng Nữ Vương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,42.0,1,3,2,2,2.5,3
Nguyễn Thành Hãn,Hòa Thuận Tây,Hải Châu,Đà Nẵng,57.0,1,1,1,5,2.75,3
Hoàng Diệu,Hòa Thuận Đông,Hải Châu,Đà Nẵng,45.0,1,3,2,2,2.6,3
Núi Thành,Hòa Thuận Đông,Hải Châu,Đà Nẵng,40.0,1,2,2,3,1.99,3
Nguyễn Tri Phương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,90.0,1,3,3,3,2.8,3
Hoàng Diệu,Bình Hiên,Hải Châu,Đà Nẵng,74.0,1,2,2,2,1.95,3
Nguyễn Hoàng,Bình Hiên,Hải Châu,Đà Nẵng,52.0,1,2,2,3,1.95,3
Hoàng Diệu,Nam Dương,Hải Châu,Đà Nẵng,64.0,1,2,1,3,1.85,3
Trường Chinh,Hòa Phát,Cẩm Lệ,Đà Nẵng,82.0,1,3,3,2,2.9,3
Nguyễn Phước Tần,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,112.0,1,1,1,2,2.85,3
Trần Đình Tri,Hòa Minh,Liên Chiểu,Đà Nẵng,60.0,1,3,2,2,2.95,3
Âu Cơ,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,78.0,1,2,1,2,2.33,3
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,35.0,1,2,1,2,1.7,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,70.0,1,3,3,3,4.5,3
Tô Hiệu,Hòa Minh,Liên Chiểu,Đà Nẵng,68.0,1,3,2,2,2.99,3
Ông Ích Khiêm,Thanh Bình,Hải Châu,Đà Nẵng,81.0,1,3,2,3,2.6,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,36.0,1,2,2,2,2.25,3
Lê Văn Hiến,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,100.0,1,2,1,2,3.0,3
Hà Huy Tập,An Khê,Thanh Khê,Đà Nẵng,65.0,1,2,1,3,1.99,3
Lê Cơ,Hòa Cường Bắc,Hải Châu,Đà Nẵng,52.0,1,3,4,3,4.6,3
Nguyễn Thiện Kế,Phước Mỹ,Sơn Trà,Đà Nẵng,94.0,1,2,1,4,5.2,3
2 Tháng 9,Hòa Cường Nam,Hải Châu,Đà Nẵng,42.0,1,2,2,2,1.98,3
Nguyễn Công Hãng,An Khê,Thanh Khê,Đà Nẵng,62.0,1,3,2,2,3.15,3
Hà Huy Tập,An Khê,Thanh Khê,Đà Nẵng,45.0,1,3,3,3,2.85,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,68.0,1,2,2,2,4.5,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,65.0,1,3,2,2,2.9,3
Trưng Nữ Vương,Bình Thuận,Hải Châu,Đà Nẵng,58.0,1,3,2,3,3.15,3
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,50.0,1,4,5,4,4.35,3
Núi Thành,Hòa Thuận Tây,Hải Châu,Đà Nẵng,55.0,1,3,3,3,4.45,3
Điện Biên Phủ,Thanh Khê Đông,Thanh Khê,Đà Nẵng,54.0,1,2,2,2,2.75,3
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,45.0,1,2,2,2,2.15,3
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,72.0,1,4,3,3,4.15,3
Trưng Nữ Vương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,42.0,1,2,2,2,2.45,3
Ông Ích Khiêm,Nam Dương,Hải Châu,Đà Nẵng,42.0,1,2,2,2,2.25,3
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,42.0,1,3,2,3,2.98,3
Hà Huy Tập,Xuân Hà,Thanh Khê,Đà Nẵng,53.0,1,4,3,3,3.15,3
Phan Châu Trinh,Phước Ninh,Hải Châu,Đà Nẵng,51.0,1,5,5,3,3.7,3
Trần Xuân Lê,Hòa Khê,Thanh Khê,Đà Nẵng,43.0,1,2,2,2,2.15,3
Phạm Nhữ Tăng,Hòa Khê,Thanh Khê,Đà Nẵng,45.0,1,2,2,2,2.57,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,40.0,1,2,1,2,2.05,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,50.0,1,3,3,3,3.79,3
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,86.0,1,3,3,2,4.5,3
Ngô Quyền,Thọ Quang,Sơn Trà,Đà Nẵng,62.0,1,2,2,2,2.45,3
Đỗ Quang,Vĩnh Trung,Thanh Khê,Đà Nẵng,47.0,1,3,2,2,2.99,3
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,62.0,1,2,1,2,3.4,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,52.4,1,3,2,3,3.6,3
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,42.0,1,2,2,2,2.55,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,50.0,1,3,4,3,3.5,3
Ỷ Lan Nguyên Phi,Hòa Cường Bắc,Hải Châu,Đà Nẵng,64.8,1,3,3,2,3.6,3
Đinh Tiên Hoàng,Thanh Bình,Hải Châu,Đà Nẵng,35.0,1,3,3,3,2.75,3
2 Tháng 9,Hòa Cường Nam,Hải Châu,Đà Nẵng,43.0,1,3,3,3,4.35,3
Trưng Nữ Vương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,60.0,1,3,4,3,5.4,3
Hoàng Văn Thái,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,77.0,1,1,1,2,2.18,3
Tôn Đản,Hòa An,Cẩm Lệ,Đà Nẵng,141.0,1,3,2,2,2.85,3
Nguyễn Phước Nguyên,Hòa Khê,Thanh Khê,Đà Nẵng,50.0,1,3,3,3,3.0,3
Quang Trung,Hải Châu 1,Hải Châu,Đà Nẵng,117.0,1,4,4,2,5.9,3
Thi Sách,Hòa Thuận Tây,Hải Châu,Đà Nẵng,85.0,1,2,2,3,4.5,3
Nguyễn Du,Thạch Thang,Hải Châu,Đà Nẵng,64.7,1,5,4,3,5.9,3
Ông Ích Khiêm,Nam Dương,Hải Châu,Đà Nẵng,54.0,1,2,1,3,2.3,3
Tôn Đức Thắng,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,80.0,1,1,1,2,2.4,3
Cù Chính Lan,Hòa Khê,Thanh Khê,Đà Nẵng,65.0,1,2,1,2,2.95,3
Bùi Chát,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,55.0,1,2,1,2,1.45,3
Tôn Đức Thắng,Hòa Minh,Liên Chiểu,Đà Nẵng,80.0,1,2,2,2,2.4,3
Nguyễn Công Hoan,Hòa An,Cẩm Lệ,Đà Nẵng,110.0,1,3,2,2,3.5,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,56.0,1,3,2,3,4.7,3
Lý Tự Trọng,Thanh Bình,Hải Châu,Đà Nẵng,80.0,1,3,2,2,3.69,3
Ông Ích Khiêm,Thanh Bình,Hải Châu,Đà Nẵng,50.0,1,3,3,3,4.4,3
Huỳnh Ngọc Huệ,Xuân Hà,Thanh Khê,Đà Nẵng,30.2,1,2,2,2,1.89,3
Trưng Nữ Vương,Bình Thuận,Hải Châu,Đà Nẵng,46.0,1,3,2,2,2.65,3
Cù Chính Lan,Hòa Khê,Thanh Khê,Đà Nẵng,82.4,1,2,2,3,2.85,3
Nguyễn Tất Thành,Thanh Bình,Hải Châu,Đà Nẵng,44.5,1,2,2,2,3.55,3
Âu Cơ,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,135.0,1,7,7,2,2.85,3
Cù Chính Lan,Hòa Khê,Thanh Khê,Đà Nẵng,65.0,1,2,2,2,3.0,3
Điện Biên Phủ,Thanh Khê Đông,Thanh Khê,Đà Nẵng,66.0,1,1,1,2,2.65,3
Tạ Hiện,Hòa Cường Bắc,Hải Châu,Đà Nẵng,70.0,1,3,2,2,4.3,3
Nguyễn Lương Bằng,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,87.0,1,5,5,2,2.35,3
Ông Ích Khiêm,Thanh Bình,Hải Châu,Đà Nẵng,105.0,1,3,2,3,4.6,3
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,63.0,1,3,2,2,2.9,3
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,51.0,1,3,2,5,3.3,3
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,44.0,1,3,2,3,2.1,3
Trường Chinh,An Khê,Thanh Khê,Đà Nẵng,70.0,1,3,2,2,2.0,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,45.0,1,3,3,3,3.35,3
Trường Chinh,An Khê,Thanh Khê,Đà Nẵng,70.0,1,3,2,2,2.2,3
Hoàng Văn Thái,Hòa Minh,Liên Chiểu,Đà Nẵng,50.0,1,3,2,2,2.45,3
Lê Độ,Thanh Khê Đông,Thanh Khê,Đà Nẵng,70.0,1,3,3,3,3.95,3
Phạm Văn Nghị,Thạc Gián,Thanh Khê,Đà Nẵng,60.0,1,3,3,3,4.65,3
Thanh Long,Thanh Bình,Hải Châu,Đà Nẵng,55.0,1,3,2,3,3.08,3
Lê Đình Thám,Hòa Thuận Đông,Hải Châu,Đà Nẵng,52.0,1,2,2,2,2.56,3
Lý Tự Trọng,Thanh Bình,Hải Châu,Đà Nẵng,56.0,1,3,2,2,3.15,3
Trưng Nữ Vương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,52.0,1,2,2,2,2.57,3
Núi Thành,Hòa Cường Bắc,Hải Châu,Đà Nẵng,67.0,1,3,3,2,3.4,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,52.0,1,3,3,2,3.4,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,67.0,1,3,3,2,3.45,3
Lê Hữu Trác,Phước Mỹ,Sơn Trà,Đà Nẵng,117.0,1,3,2,2,4.0,3
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,52.0,1,3,4,2,3.35,3
Ỷ Lan Nguyên Phi,Hòa Cường Bắc,Hải Châu,Đà Nẵng,65.0,9,3,3,2,3.5,3
Trường Chinh,An Khê,Thanh Khê,Đà Nẵng,50.0,1,3,2,4,3.4,3
Phạm Cự Lượng,An Hải Đông,Sơn Trà,Đà Nẵng,90.0,1,3,2,3,4.3,3
Nguyễn Trung Trực,An Hải Bắc,Sơn Trà,Đà Nẵng,90.0,1,3,2,3,3.6,3
Hoàng Diệu,Nam Dương,Hải Châu,Đà Nẵng,37.0,1,2,2,3,1.95,3
Hoàng Diệu,Nam Dương,Hải Châu,Đà Nẵng,35.0,1,3,2,3,2.3,3
Mẹ Nhu,Thanh Khê Tây,Thanh Khê,Đà Nẵng,70.0,1,3,2,2,2.9,3
Lê Duẩn,Thạc Gián,Thanh Khê,Đà Nẵng,44.0,1,3,2,3,2.95,3
Lê Độ,Xuân Hà,Thanh Khê,Đà Nẵng,55.0,1,3,2,2,2.59,3
Phan Châu Trinh,Bình Thuận,Hải Châu,Đà Nẵng,41.0,1,3,2,2,3.7,3
Nguyễn Phước Nguyên,Hòa Khê,Thanh Khê,Đà Nẵng,56.0,1,3,2,2,2.35,3
Nguyễn Phước Nguyên,Hòa Khê,Thanh Khê,Đà Nẵng,47.0,1,3,3,2,3.25,3
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,68.0,1,3,3,3,4.7,3
Phan Châu Trinh,Bình Thuận,Hải Châu,Đà Nẵng,61.0,1,3,2,2,3.15,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,65.0,1,3,3,3,3.4,3
Nguyễn Du,Thạch Thang,Hải Châu,Đà Nẵng,67.0,1,3,3,2,3.52,3
Lê Đình Lý,Hòa Thuận Đông,Hải Châu,Đà Nẵng,56.0,1,3,3,3,4170.0,3
Nguyễn Tri Phương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,56.0,1,3,4,4,4.17,3
Nguyễn Tất Thành,Tam Thuận,Thanh Khê,Đà Nẵng,52.0,1,4,4,3,4.33,3
Phan Châu Trinh,Bình Thuận,Hải Châu,Đà Nẵng,62.0,1,2,2,2,3.2,3
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,68.0,1,3,3,3,4.75,3
Lê Lợi,Thạch Thang,Hải Châu,Đà Nẵng,67.0,1,3,3,2,3.6,3
Núi Thành,Hòa Thuận Đông,Hải Châu,Đà Nẵng,64.0,1,3,3,3,3.42,3
Đỗ Quang,Vĩnh Trung,Thanh Khê,Đà Nẵng,52.0,1,3,4,3,3.4,3
Nguyễn Văn Linh,Nam Dương,Hải Châu,Đà Nẵng,55.0,1,3,3,3,4.15,3
Nguyễn Tri Phương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,55.0,1,3,3,4,4.18,3
Nguyễn Du,Thạch Thang,Hải Châu,Đà Nẵng,68.0,1,4,4,2,3.6,3
Nguyễn Tri Phương,Thạc Gián,Thanh Khê,Đà Nẵng,55.0,1,3,4,4,4.18,3
Lê Đình Lý,Vĩnh Trung,Thanh Khê,Đà Nẵng,56.0,1,3,3,3,4.17,3
Nguyễn Tri Phương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,56.0,1,3,4,4,4.17,3
Phạm Văn Nghị,Thạc Gián,Thanh Khê,Đà Nẵng,56.0,1,3,3,4,4.1,3
Lê Bá Trinh,Hòa Cường Bắc,Hải Châu,Đà Nẵng,71.0,1,3,3,2,4.3,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,60.0,1,2,2,2,3.18,3
Lý Tự Trọng,Thạch Thang,Hải Châu,Đà Nẵng,68.0,1,3,3,2,3.6,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,66.0,1,3,2,3,3.65,3
Hàm Nghi,Thạc Gián,Thanh Khê,Đà Nẵng,56.0,1,3,3,3,4.16,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,52.0,1,4,4,3,4.3,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,52.0,1,3,2,2,2.9,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,40.0,1,3,2,2,2.73,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,65.0,1,3,2,3,3.5,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,60.0,1,3,2,2,3.2,3
Nguyễn Công Trứ,An Hải Bắc,Sơn Trà,Đà Nẵng,83.0,1,3,3,3,4.2,3
Nguyễn Công Trứ,An Hải Bắc,Sơn Trà,Đà Nẵng,67.0,1,3,2,3,4.0,3
Quang Trung,Thạch Thang,Hải Châu,Đà Nẵng,43.0,1,3,2,2,2.2,3
Lê Cơ,Hòa Cường Bắc,Hải Châu,Đà Nẵng,78.0,1,3,2,3,3.68,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,62.0,1,3,2,2,5.15,3
Ngô Thì Nhậm,Hòa Minh,Liên Chiểu,Đà Nẵng,117.3,1,3,2,2,4250.0,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,57.0,1,3,2,2,3.65,3
Chu Văn An,Bình Thuận,Hải Châu,Đà Nẵng,65.0,1,2,2,2,2.6,3
Hà Khê,Xuân Hà,Thanh Khê,Đà Nẵng,70.0,1,3,2,2,4.26,3
Hà Huy Tập,Xuân Hà,Thanh Khê,Đà Nẵng,61.0,1,4,4,3,4.087,3
Tôn Đức Thắng,Hòa Hiệp Nam,Liên Chiểu,Đà Nẵng,92.0,1,3,2,3,6.0,3
Phan Văn Định,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,136.0,1,3,2,2,2.95,3
Cù Chính Lan,An Khê,Thanh Khê,Đà Nẵng,60.0,9,3,2,3,2.3,3
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,57.0,1,4,3,2,3.75,3
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,63.0,1,3,2,2,2.898,3
Hùng Vương,Vĩnh Trung,Thanh Khê,Đà Nẵng,21.0,7,2,2,2,1.35,3
Ông Ích Khiêm,Thạch Thang,Hải Châu,Đà Nẵng,30.0,1,3,2,2,2.4,3
Dũng Sĩ Thanh Khê,Thanh Khê Tây,Thanh Khê,Đà Nẵng,40.0,1,2,1,2,1.999,3
Chính Hữu,An Hải Bắc,Sơn Trà,Đà Nẵng,111.0,1,1,1,3,4.9,3
Hoàng Diệu,Hòa Thuận Đông,Hải Châu,Đà Nẵng,72.0,1,2,3,3,3.0,3
Tô Hiệu,Hòa Minh,Liên Chiểu,Đà Nẵng,76.0,1,3,2,3,3.549,3
Nguyễn Huy Tưởng,Hòa Minh,Liên Chiểu,Đà Nẵng,70.0,1,3,2,2,3.57,3
Tôn Đức Thắng,Hòa Minh,Liên Chiểu,Đà Nẵng,134.0,1,2,2,2,3.39,3
Phan Khoang,Hòa An,Cẩm Lệ,Đà Nẵng,85.0,1,2,2,2,0.029,3
Đinh Tiên Hoàng,Thanh Bình,Hải Châu,Đà Nẵng,62.0,2,2,2,2,3.0,3
Tô Hiệu,Hòa Minh,Liên Chiểu,Đà Nẵng,62.0,1,3,3,3,3.447,3
Hóa Sơn 6,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,9,3,3,3,4.6,3
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,17.0,1,2,2,2,1.448,3
Hoàng Diệu,Nam Dương,Hải Châu,Đà Nẵng,32.0,1,2,2,3,1.92,3
Hoàng Diệu,Bình Hiên,Hải Châu,Đà Nẵng,34.0,1,3,2,2,3.74,3
Nguyễn Hoàng,Bình Hiên,Hải Châu,Đà Nẵng,57.0,1,4,5,4,5.28,3
Hoàng Thúc Trâm,Hòa Cường Bắc,Hải Châu,Đà Nẵng,50.0,1,4,4,4,4.85,3
Nguyễn Văn Tỵ,Hòa Châu,Hoà Vang,Đà Nẵng,125.0,1,1,1,4,0.363,3
Hải Hồ,Thanh Bình,Hải Châu,Đà Nẵng,90.0,1,3,1,3,3.39,3
Hà Huy Tập,Hòa Khê,Thanh Khê,Đà Nẵng,75.0,1,3,3,3,4.1,3
Huỳnh Ngọc Huệ,Hòa Khê,Thanh Khê,Đà Nẵng,63.0,1,3,2,3,4.15,3
Hoàng Thúc Trâm,Hòa Cường Bắc,Hải Châu,Đà Nẵng,50.0,1,4,4,4,4.55,3
Lê Đình Lý,Bình Hiên,Hải Châu,Đà Nẵng,70.0,1,3,3,3,4.8,3
Trường Chinh,An Khê,Thanh Khê,Đà Nẵng,47.0,1,3,2,3,2.5,3
Mẹ Suốt,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,74.0,1,3,2,2,2.35,3
Huỳnh Ngọc Huệ,Hòa Khê,Thanh Khê,Đà Nẵng,30.0,1,2,2,2,1.89,3
Ngô Chân Lưu,Hòa Minh,Liên Chiểu,Đà Nẵng,60.0,1,3,3,3,3.2,3
Nguyễn Chí Thanh,Hải Châu 1,Hải Châu,Đà Nẵng,45.0,1,3,3,2,3.25,3
Nguyễn Hoàng,Bình Hiên,Hải Châu,Đà Nẵng,32.0,1,2,2,2,1.75,3
Mẹ Suốt,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,80.0,1,3,2,2,2.2,3
Hà Huy Tập,Hòa Khê,Thanh Khê,Đà Nẵng,49.0,1,3,2,3,3.15,3
Nguyễn Như Hạnh,Hòa Minh,Liên Chiểu,Đà Nẵng,75.0,1,3,2,2,2.4,3
Tôn Đản,Hòa An,Cẩm Lệ,Đà Nẵng,80.0,1,2,2,3,2.6,3
Trường Chinh,Hòa An,Cẩm Lệ,Đà Nẵng,70.0,1,2,2,2,1.9,3
Phạm Văn Nghị,Vĩnh Trung,Thanh Khê,Đà Nẵng,60.0,1,4,3,2,4.65,3
Hoàng Văn Thái,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,98.0,1,2,2,2,2.55,3
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,50.0,1,4,3,3,4.5,3
Trần Cao Vân,Thanh Khê Đông,Thanh Khê,Đà Nẵng,60.0,1,3,3,3,3.45,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,53.0,1,2,2,3,2.85,3
Nguyễn Hoàng,Bình Hiên,Hải Châu,Đà Nẵng,40.0,1,2,2,3,1.89,3
Cù Chính Lan,Hòa Khê,Thanh Khê,Đà Nẵng,50.0,1,3,2,3,3.35,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,65.0,1,3,2,2,4.6,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,42.0,1,3,2,2,2.25,3
Mẹ Suốt,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,81.0,1,2,2,2,1.75,3
Trưng Nữ Vương,Bình Hiên,Hải Châu,Đà Nẵng,52.0,1,3,3,2,3.79,3
Nguyễn Thành Hãn,Hòa Thuận Tây,Hải Châu,Đà Nẵng,50.0,1,3,2,2,2.75,3
Thái Thị Bôi,Chính Gián,Thanh Khê,Đà Nẵng,41.0,1,2,2,2,2.49,3
Điện Biên Phủ,Tam Thuận,Thanh Khê,Đà Nẵng,40.0,1,2,2,2,1.75,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,61.0,1,2,2,2,2.2,3
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,50.0,1,3,3,3,4.35,3
Hoàng Diệu,Bình Hiên,Hải Châu,Đà Nẵng,43.0,1,3,2,3,3.1,3
Trần Đình Tri,Hòa Minh,Liên Chiểu,Đà Nẵng,71.0,1,3,3,2,3.55,3
Đống Đa,Thạch Thang,Hải Châu,Đà Nẵng,40.0,1,3,3,3,3.25,3
Tôn Đức Thắng,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,85.0,1,2,2,2,2.15,3
Nguyễn Đức Trung,Thanh Khê Đông,Thanh Khê,Đà Nẵng,103.0,1,3,3,3,4.4,3
Tôn Đản,Hòa An,Cẩm Lệ,Đà Nẵng,98.0,1,2,2,2,2.3,3
Hoàng Văn Thái,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,76.0,1,2,2,2,1.0,3
Tô Hiệu,Hòa Minh,Liên Chiểu,Đà Nẵng,50.0,1,2,2,3,1.98,3
Lê Độ,Chính Gián,Thanh Khê,Đà Nẵng,55.0,1,2,2,3,2.25,3
Hoàng Văn Thái,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,50.0,1,2,2,2,2.4,3
Trường Chinh,An Khê,Thanh Khê,Đà Nẵng,50.0,1,2,2,2,2.35,3
Ông Ích Khiêm,Thạch Thang,Hải Châu,Đà Nẵng,54.0,1,2,2,2,2.98,3
Lê Thị Tính,Hòa Khê,Thanh Khê,Đà Nẵng,45.0,1,2,2,2,1.8,3
Huỳnh Ngọc Huệ,Hòa Khê,Thanh Khê,Đà Nẵng,95.0,1,2,2,2,2.3,3
Lương Thế Vinh,An Hải Đông,Sơn Trà,Đà Nẵng,84.0,1,2,2,5,3.2,3
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,71.0,1,3,3,3,3.79,3
Nguyễn Văn Cừ,Hòa Hiệp Bắc,Liên Chiểu,Đà Nẵng,136.0,1,2,2,2,1.55,3
Hải Phòng,Tân Chính,Thanh Khê,Đà Nẵng,40.0,1,2,2,2,2.49,3
